,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
4688,306.25,628.94,107.16,107.16,17.42
4689,440.56,591.97,98.04,98.04,18.59
4690,307.41,292.85,188.33,188.33,19.22
4691,220.45,214.02,161.43,161.43,20.17
4692,264.5,181.03,181.03,248.32,21.28
4693,246.31,169.63,169.63,245.25,21.87
4694,214.62,150.03,150.03,229.02,22.69
4695,213.73,136.35,136.35,313.36,22.92
4696,141.12,103.06,103.06,292.11,23.08
4697,62.02,62.02,149.34,453.14,22.82
4698,32.38,32.38,129.17,270.71,22.08
4699,0.0,0.0,0.0,0.0,18.57
4700,0.0,0.0,0.0,0.0,17.14
4701,0.0,0.0,0.0,0.0,16.11
4702,0.0,0.0,0.0,0.0,15.42
4703,0.0,0.0,0.0,0.0,14.86
4704,0.0,0.0,0.0,0.0,14.25
4705,0.0,0.0,0.0,0.0,13.41
4706,0.0,0.0,0.0,0.0,12.4
4707,0.0,0.0,0.0,0.0,12.09
4708,8.66,24.96,19.1,8.66,11.88
4709,38.76,413.34,176.62,38.76,12.72
4710,56.09,661.9,165.77,56.09,14.97
4711,157.18,758.32,64.75,64.75,15.54
4712,307.97,644.36,101.69,101.69,16.96
4713,440.04,589.39,98.04,98.04,18.23
4714,546.13,439.35,78.43,78.43,19.69
4715,588.52,231.73,87.55,87.55,20.83
4716,587.58,71.59,71.59,292.58,22.04
4717,522.47,74.33,74.33,501.48,22.94
4718,412.19,64.3,64.3,672.29,23.61
4719,264.17,64.75,64.75,761.79,23.96
4720,116.26,70.22,70.22,697.77,24.29
4721,63.84,63.84,140.36,397.35,24.05
4722,31.92,31.92,123.8,258.95,23.58
4723,0.0,0.0,0.0,0.0,21.94
4724,0.0,0.0,0.0,0.0,20.43
4725,0.0,0.0,0.0,0.0,19.16
4726,0.0,0.0,0.0,0.0,18.13
4727,0.0,0.0,0.0,0.0,17.23
4728,0.0,0.0,0.0,0.0,16.31
4729,0.0,0.0,0.0,0.0,15.52
4730,0.0,0.0,0.0,0.0,14.94
4731,0.0,0.0,0.0,0.0,14.33
4732,5.47,7.18,7.18,5.47,13.9
4733,41.04,333.08,150.19,41.04,14.42
4734,59.28,630.63,163.19,59.28,15.95
4735,167.25,677.68,80.71,80.71,17.0
4736,313.18,684.72,89.83,89.83,18.72
4737,440.94,587.59,100.32,100.32,20.48
4738,549.66,440.97,78.43,78.43,21.81
4739,583.78,241.62,100.78,100.78,22.8
4740,535.2,143.64,143.64,322.48,23.77
4741,438.06,164.16,164.16,425.68,24.52
4742,345.39,153.67,153.67,460.59,25.03
4743,267.76,83.45,83.45,707.34,25.31
4744,117.77,70.22,70.22,700.61,25.18
4745,51.53,51.53,162.82,602.01,24.88
4746,30.55,30.55,152.43,339.89,24.17
4747,0.0,0.0,0.0,0.0,21.88
4748,0.0,0.0,0.0,0.0,20.16
4749,0.0,0.0,0.0,0.0,18.81
4750,0.0,0.0,0.0,0.0,17.73
4751,0.0,0.0,0.0,0.0,16.71
4752,0.0,0.0,0.0,0.0,15.37
4753,0.0,0.0,0.0,0.0,14.51
4754,0.0,0.0,0.0,0.0,13.97
4755,0.0,0.0,0.0,0.0,13.56
4756,7.75,24.6,18.32,7.75,13.32
4757,40.58,158.59,89.43,40.58,14.38
4758,76.15,269.11,125.79,76.15,17.15
4759,167.92,350.92,110.81,110.81,17.78
4760,299.29,583.51,113.55,113.55,19.69
4761,437.3,581.63,97.58,97.58,21.77
4762,501.77,420.31,133.61,133.61,23.7
4763,586.12,231.4,88.01,88.01,25.21
4764,546.38,127.23,127.23,313.47,26.12
4765,344.01,182.86,182.86,337.71,27.0
4766,379.67,126.31,126.31,548.29,27.42
4767,255.48,117.19,117.19,535.68,27.27
4768,64.64,49.25,49.25,64.64,27.03
4769,16.42,16.42,21.55,21.55,25.8
4770,23.26,23.26,32.97,37.08,24.33
4771,0.0,0.0,0.0,0.0,23.3
4772,0.0,0.0,0.0,0.0,22.19
4773,0.0,0.0,0.0,0.0,20.77
4774,0.0,0.0,0.0,0.0,19.85
4775,0.0,0.0,0.0,0.0,19.13
4776,0.0,0.0,0.0,0.0,18.59
4777,0.0,0.0,0.0,0.0,18.25
4778,0.0,0.0,0.0,0.0,17.98
4779,0.0,0.0,0.0,0.0,18.75
4780,3.19,4.19,4.19,3.19,18.73
4781,16.87,22.14,22.14,16.87,18.68
4782,37.39,49.08,49.08,37.39,18.83
4783,43.09,43.09,32.83,32.83,18.02
4784,110.72,110.72,84.36,84.36,18.49
4785,291.33,324.41,167.35,167.35,19.12
4786,351.99,324.56,185.14,185.14,21.25
4787,496.84,280.79,163.25,163.25,22.87
4788,453.9,177.39,177.39,317.4,23.95
4789,363.31,178.75,178.75,354.85,25.06
4790,262.49,159.6,159.6,303.42,25.7
4791,242.96,125.4,125.4,455.41,25.96
4792,115.32,86.64,86.64,145.49,25.88
4793,60.19,60.19,89.53,139.43,25.67
4794,27.36,27.36,53.72,84.02,24.81
4795,0.0,0.0,0.0,0.0,23.3
4796,0.0,0.0,0.0,0.0,22.05
4797,0.0,0.0,0.0,0.0,20.9
4798,0.0,0.0,0.0,0.0,19.98
4799,0.0,0.0,0.0,0.0,19.17
4800,0.0,0.0,0.0,0.0,18.5
4801,0.0,0.0,0.0,0.0,17.84
4802,0.0,0.0,0.0,0.0,17.09
4803,0.0,0.0,0.0,0.0,16.41
4804,9.12,75.86,47.76,9.12,15.89
4805,32.83,490.32,194.72,32.83,16.88
4806,54.26,634.93,155.08,54.26,20.28
4807,154.53,768.81,55.63,55.63,22.42
4808,312.15,718.58,67.03,67.03,24.66
4809,429.19,560.47,106.71,106.71,26.65
4810,535.92,430.34,88.92,88.92,28.25
4811,467.62,286.15,175.56,175.56,29.05
4812,469.86,171.46,171.46,318.12,29.74
4813,492.98,115.83,115.83,468.84,29.11
4814,387.77,114.0,114.0,569.31,25.8
4815,150.56,110.81,110.81,163.91,26.68
4816,139.18,99.41,99.41,305.26,27.74
4817,38.76,38.76,50.87,50.87,27.64
4818,22.34,22.34,34.28,42.78,26.34
4819,0.0,0.0,0.0,0.0,25.71
4820,0.0,0.0,0.0,0.0,24.44
4821,0.0,0.0,0.0,0.0,23.31
4822,0.0,0.0,0.0,0.0,21.98
4823,0.0,0.0,0.0,0.0,20.95
4824,0.0,0.0,0.0,0.0,20.21
4825,0.0,0.0,0.0,0.0,19.86
4826,0.0,0.0,0.0,0.0,19.53
4827,0.0,0.0,0.0,0.0,18.91
4828,8.66,94.39,57.68,8.66,18.41
4829,38.3,130.47,77.3,38.3,18.29
4830,65.66,119.13,91.06,65.66,19.13
4831,174.7,574.32,93.48,93.48,20.86
4832,312.75,647.88,98.5,98.5,22.2
4833,453.23,605.39,84.36,84.36,23.42
4834,446.02,388.43,170.09,170.09,24.55
4835,520.57,281.01,158.69,158.69,25.38
4836,520.92,153.67,153.67,322.04,26.22
4837,360.81,181.95,181.95,351.51,26.8
4838,335.59,155.04,155.04,435.06,26.98
4839,265.66,108.53,108.53,590.65,27.06
4840,113.29,85.27,85.27,136.56,26.83
4841,60.65,60.65,137.55,425.65,26.43
4842,28.27,28.27,60.62,101.6,25.76
4843,0.0,0.0,0.0,0.0,24.12
4844,0.0,0.0,0.0,0.0,22.6
4845,0.0,0.0,0.0,0.0,21.25
4846,0.0,0.0,0.0,0.0,19.72
4847,0.0,0.0,0.0,0.0,18.35
4848,0.0,0.0,0.0,0.0,17.67
4849,0.0,0.0,0.0,0.0,17.34
4850,0.0,0.0,0.0,0.0,16.98
4851,0.0,0.0,0.0,0.0,17.53
4852,5.93,7.78,7.78,5.93,17.87
4853,36.94,117.79,71.68,36.94,17.97
4854,73.42,311.0,127.17,73.42,18.94
4855,168.32,671.68,76.61,76.61,21.63
4856,306.61,611.52,104.88,104.88,23.67
4857,439.29,573.35,102.15,102.15,25.28
4858,539.35,432.17,95.3,95.3,26.38
4859,592.51,231.24,87.55,87.55,27.18
4860,570.63,106.25,106.25,303.27,27.67
4861,518.65,91.2,91.2,486.52,28.17
4862,413.93,79.34,79.34,640.3,28.6
4863,157.46,114.46,114.46,175.82,28.81
4864,109.24,52.44,52.44,771.31,28.76
4865,42.41,42.41,157.34,669.1,28.39
4866,25.99,25.99,166.3,399.81,27.55
4867,0.0,0.0,0.0,0.0,26.26
4868,0.0,0.0,0.0,0.0,24.25
4869,0.0,0.0,0.0,0.0,22.47
4870,0.0,0.0,0.0,0.0,20.99
4871,0.0,0.0,0.0,0.0,20.06
4872,0.0,0.0,0.0,0.0,19.27
4873,0.0,0.0,0.0,0.0,18.42
4874,0.0,0.0,0.0,0.0,17.84
4875,0.0,0.0,0.0,0.0,17.37
4876,5.47,24.69,16.87,5.47,17.07
4877,32.38,470.41,184.48,32.38,18.25
4878,45.14,706.93,151.39,45.14,21.61
4879,160.0,763.59,57.0,57.0,24.3
4880,318.46,727.47,64.3,64.3,26.35
4881,455.29,610.33,68.86,68.86,28.06
4882,548.05,433.46,82.54,82.54,29.35
4883,601.17,220.73,72.5,72.5,30.4
4884,588.06,79.8,79.8,290.38,31.25
4885,526.05,77.98,77.98,490.0,31.86
4886,420.18,61.56,61.56,661.46,32.21
4887,272.3,62.47,62.47,747.75,32.33
4888,111.27,52.9,52.9,765.86,32.11
4889,43.78,43.78,152.97,643.79,31.53
4890,25.54,25.54,161.62,390.66,30.54
4891,0.0,0.0,0.0,0.0,29.35
4892,0.0,0.0,0.0,0.0,27.58
4893,0.0,0.0,0.0,0.0,25.83
4894,0.0,0.0,0.0,0.0,24.02
4895,0.0,0.0,0.0,0.0,22.65
4896,0.0,0.0,0.0,0.0,21.79
4897,0.0,0.0,0.0,0.0,21.35
4898,0.0,0.0,0.0,0.0,20.95
4899,0.0,0.0,0.0,0.0,20.34
4900,1.37,1.8,1.8,1.37,19.69
4901,33.29,440.59,174.33,33.29,20.31
4902,54.26,629.77,148.63,54.26,24.08
4903,163.47,767.88,58.37,58.37,26.7
4904,323.5,742.64,61.1,61.1,29.11
4905,464.33,623.62,61.56,61.56,31.25
4906,565.26,439.2,63.38,63.38,32.98
4907,615.97,214.25,60.19,60.19,34.19
4908,601.37,72.05,72.05,289.07,35.01
4909,536.99,70.22,70.22,497.05,35.54
4910,389.35,123.12,123.12,552.66,35.85
4911,276.98,64.3,64.3,752.53,35.97
4912,115.22,55.18,55.18,761.59,35.81
4913,44.69,44.69,151.34,638.3,35.17
4914,25.99,25.99,153.72,370.3,33.93
4915,0.0,0.0,0.0,0.0,32.21
4916,0.0,0.0,0.0,0.0,30.52
4917,0.0,0.0,0.0,0.0,29.05
4918,0.0,0.0,0.0,0.0,27.2
4919,0.0,0.0,0.0,0.0,26.42
4920,0.0,0.0,0.0,0.0,25.93
4921,0.0,0.0,0.0,0.0,24.35
4922,0.0,0.0,0.0,0.0,22.69
4923,0.0,0.0,0.0,0.0,21.75
4924,3.19,4.19,4.19,3.19,21.23
4925,36.02,331.37,140.01,36.02,22.3
4926,54.72,620.3,146.31,54.72,25.56
4927,170.49,706.78,70.68,70.68,29.05
4928,324.02,719.18,71.14,71.14,31.59
4929,464.34,617.8,67.94,67.94,33.54
4930,564.09,438.62,70.68,70.68,35.07
4931,614.67,219.02,67.94,67.94,36.06
4932,594.52,86.64,86.64,295.16,36.8
4933,539.54,70.22,70.22,497.15,37.15
4934,426.0,70.22,70.22,657.4,37.39
4935,278.42,75.24,75.24,719.1,37.32
4936,123.68,63.84,63.84,711.39,36.88
4937,52.44,52.44,140.49,526.41,36.19
4938,24.17,24.17,164.52,407.93,35.14
4939,0.0,0.0,0.0,0.0,33.46
4940,0.0,0.0,0.0,0.0,31.69
4941,0.0,0.0,0.0,0.0,30.54
4942,0.0,0.0,0.0,0.0,29.71
4943,0.0,0.0,0.0,0.0,28.84
4944,0.0,0.0,0.0,0.0,27.83
4945,0.0,0.0,0.0,0.0,26.73
4946,0.0,0.0,0.0,0.0,25.54
4947,0.0,0.0,0.0,0.0,24.37
4948,1.37,1.8,1.8,1.37,23.35
4949,36.02,275.11,121.03,36.02,23.26
4950,56.54,581.82,141.73,56.54,26.11
4951,172.14,662.99,75.7,75.7,28.43
4952,321.52,697.57,75.7,75.7,30.82
4953,456.5,597.85,80.71,80.71,32.9
4954,550.51,432.5,88.92,88.92,34.55
4955,601.79,228.28,83.9,83.9,35.77
4956,578.91,102.6,102.6,300.04,36.49
4957,473.57,139.08,139.08,444.01,36.57
4958,257.22,156.41,156.41,293.03,36.48
4959,137.7,102.6,102.6,144.89,34.75
4960,100.23,75.7,75.7,111.79,33.4
4961,60.19,60.19,97.75,200.54,32.81
4962,23.26,23.26,41.25,61.12,31.45
4963,0.0,0.0,0.0,0.0,32.5
4964,0.0,0.0,0.0,0.0,30.57
4965,0.0,0.0,0.0,0.0,28.61
4966,0.0,0.0,0.0,0.0,27.82
4967,0.0,0.0,0.0,0.0,27.15
4968,0.0,0.0,0.0,0.0,26.58
4969,0.0,0.0,0.0,0.0,25.9
4970,0.0,0.0,0.0,0.0,25.25
4971,0.0,0.0,0.0,0.0,24.52
4972,2.28,2.99,2.99,2.28,24.07
4973,12.31,16.16,16.16,12.31,23.85
4974,68.86,206.84,105.59,68.86,24.4
4975,131.85,171.59,95.76,95.76,24.88
4976,56.86,56.86,43.32,43.32,25.79
4977,54.46,54.46,41.5,41.5,25.43
4978,84.99,84.99,64.75,64.75,24.12
4979,120.3,120.3,91.66,91.66,24.26
4980,103.54,78.89,78.89,103.54,24.54
4981,88.58,67.49,67.49,88.58,24.42
4982,251.9,153.67,153.67,285.92,24.39
4983,249.78,117.19,117.19,479.93,22.92
4984,41.89,31.92,31.92,41.89,22.89
4985,58.82,58.82,112.93,313.63,23.04
4986,22.8,22.8,40.78,61.15,23.12
4987,0.0,0.0,0.0,0.0,22.66
4988,0.0,0.0,0.0,0.0,21.56
4989,0.0,0.0,0.0,0.0,21.21
4990,0.0,0.0,0.0,0.0,20.97
4991,0.0,0.0,0.0,0.0,20.64
4992,0.0,0.0,0.0,0.0,20.16
4993,0.0,0.0,0.0,0.0,19.9
4994,0.0,0.0,0.0,0.0,19.73
4995,0.0,0.0,0.0,0.0,19.5
4996,0.46,0.6,0.6,0.46,19.26
4997,6.84,8.98,8.98,6.84,19.27
4998,27.82,36.51,36.51,27.82,19.39
4999,50.87,50.87,38.76,38.76,20.75
5000,84.39,84.39,64.3,64.3,22.07
5001,120.3,120.3,91.66,91.66,22.5
5002,298.93,280.33,177.39,177.39,23.74
5003,410.12,280.64,184.68,184.68,24.62
5004,290.06,181.03,181.03,256.92,25.39
5005,89.77,68.4,68.4,89.77,26.49
5006,144.41,108.99,108.99,145.31,26.2
5007,121.84,91.66,91.66,125.36,24.28
5008,134.08,93.48,93.48,281.26,21.72
5009,47.42,47.42,64.62,78.03,20.91
5010,5.93,5.93,7.78,7.78,20.41
5011,0.0,0.0,0.0,0.0,20.56
5012,0.0,0.0,0.0,0.0,19.8
5013,0.0,0.0,0.0,0.0,19.31
5014,0.0,0.0,0.0,0.0,18.93
5015,0.0,0.0,0.0,0.0,18.71
5016,0.0,0.0,0.0,0.0,18.56
5017,0.0,0.0,0.0,0.0,18.44
5018,0.0,0.0,0.0,0.0,18.32
5019,0.0,0.0,0.0,0.0,18.26
5020,0.0,0.0,0.0,0.0,18.18
5021,32.83,113.46,65.27,32.83,18.2
5022,55.18,86.18,74.16,55.18,18.29
5023,124.85,152.59,91.66,91.66,18.66
5024,311.93,605.42,100.78,100.78,19.46
5025,453.08,579.3,90.74,90.74,20.61
5026,291.25,274.4,176.93,176.93,22.31
5027,531.88,268.82,146.38,146.38,23.93
5028,274.74,177.84,177.84,248.58,25.31
5029,94.56,72.05,72.05,94.56,25.56
5030,98.15,74.78,74.78,98.15,25.48
5031,280.19,74.33,74.33,700.68,25.75
5032,140.14,92.57,92.57,373.91,25.44
5033,51.53,51.53,127.68,481.33,25.17
5034,25.08,25.08,98.77,225.91,24.73
5035,0.0,0.0,0.0,0.0,23.86
5036,0.0,0.0,0.0,0.0,23.18
5037,0.0,0.0,0.0,0.0,22.38
5038,0.0,0.0,0.0,0.0,21.74
5039,0.0,0.0,0.0,0.0,20.88
5040,0.0,0.0,0.0,0.0,20.51
5041,0.0,0.0,0.0,0.0,20.29
5042,0.0,0.0,0.0,0.0,20.11
5043,0.0,0.0,0.0,0.0,19.93
5044,0.0,0.0,0.0,0.0,19.47
5045,32.83,323.72,130.53,32.83,19.55
5046,48.79,652.73,135.37,48.79,21.36
5047,156.3,273.38,104.43,104.43,22.3
5048,334.66,732.93,63.38,63.38,23.8
5049,481.92,631.48,51.53,51.53,25.24
5050,574.95,437.04,70.68,70.68,26.23
5051,517.55,277.25,158.69,158.69,27.58
5052,605.08,86.64,86.64,294.34,28.27
5053,537.78,90.29,90.29,487.48,29.04
5054,417.95,99.87,99.87,603.08,29.15
5055,280.74,89.38,89.38,654.45,29.25
5056,141.0,93.02,93.02,368.99,28.79
5057,37.39,37.39,140.79,690.59,27.79
5058,18.7,18.7,27.3,32.69,26.48
5059,0.0,0.0,0.0,0.0,25.44
5060,0.0,0.0,0.0,0.0,24.3
5061,0.0,0.0,0.0,0.0,23.28
5062,0.0,0.0,0.0,0.0,22.3
5063,0.0,0.0,0.0,0.0,21.38
5064,0.0,0.0,0.0,0.0,20.46
5065,0.0,0.0,0.0,0.0,19.53
5066,0.0,0.0,0.0,0.0,18.85
5067,0.0,0.0,0.0,0.0,18.33
5068,0.0,0.0,0.0,0.0,18.15
5069,25.99,46.84,38.06,25.99,18.36
5070,61.1,517.02,131.27,61.1,19.4
5071,179.74,736.54,65.21,65.21,20.13
5072,337.95,710.87,77.06,77.06,21.38
5073,445.08,550.19,118.11,118.11,22.47
5074,529.44,423.75,131.33,131.33,23.36
5075,467.91,288.01,180.58,180.58,23.38
5076,591.59,114.0,114.0,308.67,24.29
5077,541.95,98.04,98.04,490.23,24.85
5078,366.15,143.19,143.19,479.83,24.93
5079,287.73,88.01,88.01,676.25,24.95
5080,142.27,80.71,80.71,566.35,24.68
5081,54.72,54.72,80.71,135.27,24.28
5082,24.17,24.17,96.82,225.97,23.47
5083,0.0,0.0,0.0,0.0,22.3
5084,0.0,0.0,0.0,0.0,21.27
5085,0.0,0.0,0.0,0.0,20.38
5086,0.0,0.0,0.0,0.0,19.17
5087,0.0,0.0,0.0,0.0,18.0
5088,0.0,0.0,0.0,0.0,18.21
5089,0.0,0.0,0.0,0.0,17.14
5090,0.0,0.0,0.0,0.0,15.91
5091,0.0,0.0,0.0,0.0,15.43
5092,0.0,0.0,0.0,0.0,15.76
5093,31.01,370.3,141.2,31.01,16.83
5094,45.6,684.97,131.51,45.6,18.41
5095,178.66,764.7,57.91,57.91,19.4
5096,342.63,743.29,62.02,62.02,20.97
5097,480.49,612.94,76.15,76.15,22.38
5098,532.21,422.75,127.68,127.68,23.36
5099,501.21,282.74,168.72,168.72,24.0
5100,388.08,189.24,189.24,298.28,24.38
5101,288.87,174.65,174.65,281.12,24.61
5102,367.78,140.45,140.45,482.68,24.37
5103,179.85,121.75,121.75,224.01,24.48
5104,137.76,93.94,93.94,298.77,24.29
5105,53.81,53.81,78.24,126.21,24.1
5106,23.26,23.26,81.57,184.19,23.55
5107,0.0,0.0,0.0,0.0,22.57
5108,0.0,0.0,0.0,0.0,20.98
5109,0.0,0.0,0.0,0.0,19.99
5110,0.0,0.0,0.0,0.0,19.73
5111,0.0,0.0,0.0,0.0,20.37
5112,0.0,0.0,0.0,0.0,20.22
5113,0.0,0.0,0.0,0.0,19.82
5114,0.0,0.0,0.0,0.0,19.32
5115,0.0,0.0,0.0,0.0,18.86
5116,0.0,0.0,0.0,0.0,18.19
5117,9.58,12.57,12.57,9.58,17.55
5118,58.37,105.7,79.88,58.37,18.68
5119,176.97,460.33,96.67,96.67,20.62
5120,286.6,473.85,125.4,125.4,22.11
5121,481.79,613.25,69.77,69.77,23.03
5122,83.79,83.79,63.84,63.84,24.19
5123,75.41,75.41,57.46,57.46,24.73
5124,465.59,174.19,174.19,312.67,25.2
5125,150.44,114.0,114.0,150.33,25.87
5126,225.47,147.29,147.29,245.07,25.93
5127,221.25,125.86,125.86,343.75,25.8
5128,139.67,92.11,92.11,341.29,23.96
5129,56.54,56.54,102.81,289.22,23.23
5130,20.98,20.98,129.81,338.31,22.76
5131,0.0,0.0,0.0,0.0,22.34
5132,0.0,0.0,0.0,0.0,21.02
5133,0.0,0.0,0.0,0.0,19.75
5134,0.0,0.0,0.0,0.0,18.51
5135,0.0,0.0,0.0,0.0,17.81
5136,0.0,0.0,0.0,0.0,17.63
5137,0.0,0.0,0.0,0.0,17.32
5138,0.0,0.0,0.0,0.0,17.03
5139,0.0,0.0,0.0,0.0,16.84
5140,0.0,0.0,0.0,0.0,16.67
5141,19.61,25.74,25.74,19.61,16.83
5142,45.14,62.75,59.64,45.14,17.1
5143,76.01,76.01,57.91,57.91,17.41
5144,181.72,208.14,124.95,124.95,18.12
5145,352.71,401.69,156.41,156.41,19.36
5146,409.53,353.73,174.65,174.65,20.84
5147,283.78,246.92,180.12,180.12,22.18
5148,489.82,167.35,167.35,314.98,23.31
5149,149.85,113.55,113.55,149.73,23.78
5150,153.79,114.91,114.91,155.55,23.91
5151,177.52,119.93,119.93,220.49,24.04
5152,123.26,88.46,88.46,196.12,23.74
5153,56.09,56.09,95.61,242.71,23.49
5154,20.98,20.98,52.25,103.29,22.87
5155,0.0,0.0,0.0,0.0,22.13
5156,0.0,0.0,0.0,0.0,20.88
5157,0.0,0.0,0.0,0.0,19.79
5158,0.0,0.0,0.0,0.0,18.64
5159,0.0,0.0,0.0,0.0,17.73
5160,0.0,0.0,0.0,0.0,16.88
5161,0.0,0.0,0.0,0.0,16.03
5162,0.0,0.0,0.0,0.0,15.08
5163,0.0,0.0,0.0,0.0,14.49
5164,0.0,0.0,0.0,0.0,14.14
5165,30.55,284.41,112.02,30.55,14.68
5166,47.88,644.32,123.14,47.88,17.33
5167,183.87,754.91,57.46,57.46,19.12
5168,333.62,651.17,90.29,90.29,20.88
5169,494.33,625.28,60.19,60.19,22.51
5170,563.06,429.45,103.51,103.51,23.92
5171,442.69,282.07,181.49,181.49,24.7
5172,485.99,168.27,168.27,314.03,25.43
5173,531.13,109.9,109.9,475.57,26.12
5174,446.26,73.87,73.87,650.91,26.5
5175,299.24,59.74,59.74,760.36,26.52
5176,134.05,55.18,55.18,739.41,26.52
5177,45.6,45.6,121.68,547.39,26.25
5178,20.98,20.98,65.62,145.46,25.4
5179,0.0,0.0,0.0,0.0,24.38
5180,0.0,0.0,0.0,0.0,22.62
5181,0.0,0.0,0.0,0.0,21.57
5182,0.0,0.0,0.0,0.0,20.93
5183,0.0,0.0,0.0,0.0,20.65
5184,0.0,0.0,0.0,0.0,20.12
5185,0.0,0.0,0.0,0.0,19.95
5186,0.0,0.0,0.0,0.0,19.87
5187,0.0,0.0,0.0,0.0,19.34
5188,0.0,0.0,0.0,0.0,19.19
5189,8.21,10.77,10.77,8.21,19.63
5190,21.89,28.73,28.73,21.89,20.53
5191,88.96,90.87,67.49,67.49,21.65
5192,127.64,130.39,95.76,95.76,22.44
5193,71.82,71.82,54.72,54.72,23.42
5194,194.67,192.18,142.27,142.27,25.17
5195,311.27,255.43,182.86,182.86,27.45
5196,595.05,103.06,103.06,298.5,28.82
5197,410.64,162.79,162.79,381.43,29.63
5198,201.18,137.71,137.71,212.95,29.06
5199,174.58,117.19,117.19,217.57,28.92
5200,140.75,71.14,71.14,596.62,28.48
5201,51.98,51.98,104.56,361.85,28.0
5202,11.4,11.4,14.96,14.96,27.02
5203,0.0,0.0,0.0,0.0,25.33
5204,0.0,0.0,0.0,0.0,23.92
5205,0.0,0.0,0.0,0.0,22.43
5206,0.0,0.0,0.0,0.0,21.44
5207,0.0,0.0,0.0,0.0,21.25
5208,0.0,0.0,0.0,0.0,22.1
5209,0.0,0.0,0.0,0.0,21.68
5210,0.0,0.0,0.0,0.0,19.4
5211,0.0,0.0,0.0,0.0,18.16
5212,0.0,0.0,0.0,0.0,17.65
5213,24.17,53.31,37.94,24.17,18.02
5214,31.01,40.7,40.7,31.01,21.31
5215,131.98,181.2,93.02,93.02,22.39
5216,76.01,76.01,57.91,57.91,22.64
5217,119.7,119.7,91.2,91.2,23.4
5218,93.37,93.37,71.14,71.14,24.55
5219,249.51,226.64,167.81,167.81,24.07
5220,219.51,155.95,155.95,209.99,22.5
5221,171.02,127.68,127.68,170.51,22.51
5222,234.17,145.92,145.92,258.4,22.97
5223,264.51,105.34,105.34,524.15,23.33
5224,136.96,87.55,87.55,342.08,23.84
5225,43.32,43.32,59.58,78.99,23.79
5226,2.74,2.74,3.59,3.59,23.52
5227,0.0,0.0,0.0,0.0,22.04
5228,0.0,0.0,0.0,0.0,21.18
5229,0.0,0.0,0.0,0.0,20.05
5230,0.0,0.0,0.0,0.0,19.39
5231,0.0,0.0,0.0,0.0,19.04
5232,0.0,0.0,0.0,0.0,18.71
5233,0.0,0.0,0.0,0.0,18.59
5234,0.0,0.0,0.0,0.0,18.34
5235,0.0,0.0,0.0,0.0,18.19
5236,0.0,0.0,0.0,0.0,17.89
5237,4.56,5.98,5.98,4.56,17.95
5238,61.1,162.19,87.82,61.1,18.31
5239,89.59,91.51,67.94,67.94,18.09
5240,247.24,352.65,130.87,130.87,18.45
5241,99.95,99.95,76.15,76.15,19.2
5242,92.17,92.17,70.22,70.22,20.41
5243,112.52,112.52,85.73,85.73,20.88
5244,119.7,91.2,91.2,119.7,20.46
5245,111.32,84.82,84.82,111.32,19.94
5246,107.73,82.08,82.08,107.73,19.67
5247,44.89,34.2,34.2,44.89,19.78
5248,143.82,74.33,74.33,561.64,20.21
5249,41.5,41.5,56.07,67.87,20.3
5250,17.78,17.78,114.25,313.27,20.15
5251,0.0,0.0,0.0,0.0,19.68
5252,0.0,0.0,0.0,0.0,18.9
5253,0.0,0.0,0.0,0.0,18.11
5254,0.0,0.0,0.0,0.0,17.5
5255,0.0,0.0,0.0,0.0,17.02
5256,0.0,0.0,0.0,0.0,16.6
5257,0.0,0.0,0.0,0.0,16.33
5258,0.0,0.0,0.0,0.0,16.05
5259,0.0,0.0,0.0,0.0,15.84
5260,0.0,0.0,0.0,0.0,15.68
5261,14.59,19.15,19.15,14.59,15.84
5262,61.1,380.48,106.58,61.1,16.99
5263,192.56,695.71,66.12,66.12,18.66
5264,293.35,476.8,121.75,121.75,19.94
5265,511.56,632.97,50.16,50.16,21.5
5266,596.5,433.83,79.34,79.34,22.75
5267,604.06,247.42,117.19,117.19,23.53
5268,434.67,178.75,178.75,303.99,24.29
5269,333.84,172.83,172.83,316.64,24.56
5270,180.69,129.05,129.05,186.85,25.06
5271,258.72,113.55,113.55,478.12,25.42
5272,139.49,52.9,52.9,742.47,25.11
5273,36.48,36.48,116.51,645.76,24.84
5274,12.77,12.77,20.05,27.34,23.58
5275,0.0,0.0,0.0,0.0,22.39
5276,0.0,0.0,0.0,0.0,20.88
5277,0.0,0.0,0.0,0.0,19.38
5278,0.0,0.0,0.0,0.0,18.28
5279,0.0,0.0,0.0,0.0,17.44
5280,0.0,0.0,0.0,0.0,16.76
5281,0.0,0.0,0.0,0.0,16.11
5282,0.0,0.0,0.0,0.0,15.86
5283,0.0,0.0,0.0,0.0,15.66
5284,0.0,0.0,0.0,0.0,15.32
5285,13.22,17.36,17.36,13.22,15.52
5286,59.74,174.09,86.52,59.74,18.66
5287,175.51,437.4,90.74,90.74,20.82
5288,267.99,408.5,124.49,124.49,22.46
5289,360.25,405.22,146.83,146.83,24.38
5290,233.12,223.96,156.87,156.87,26.49
5291,259.74,230.45,169.63,169.63,28.01
5292,135.26,103.06,103.06,135.26,28.59
5293,55.06,41.95,41.95,55.06,29.43
